StationID,maximum_power_kw,fast_charging_connector_type,supply_voltage_v,output_current_a,session_energy_consumed_kwh,charger_temperature_celsius,battery_soc_percent,charging_session_duration_min,charging_state,connector_standard,grid_power_load_kw
212338,350.0,1,792.0,442.21,76.18,26.3,66.5,13.7,94.4,CCS (Type 2),360.14
211315,22.0,0,234.8,93.17,20.3,19.3,84.6,63.1,94.0,Type 2 (Socket Only),21.2
211043,22.0,0,224.2,97.03,13.14,30.0,94.9,39.2,96.1,Type 2 (Socket Only),19.27
210189,300.0,2,800.1,371.14,36.84,22.1,59.4,7.1,91.8,"CCS (Type 2), Type 2 (Socket Only)",286.07
210076,22.0,0,231.4,92.52,16.68,30.4,73.9,44.2,95.1,Type 2 (Socket Only),20.93
209970,225.0,2,804.0,282.0,41.26,26.6,49.6,12.3,88.9,CCS (Type 2),193.7
209960,150.0,1,778.2,189.43,52.67,30.8,23.9,18.8,93.4,CCS (Type 2),141.92
209845,300.0,1,797.3,371.99,41.17,32.6,63.6,7.5,91.4,CCS (Type 2),283.12
209806,3.7,0,226.8,13.84,28.11,33.5,22.7,480.0,97.7,CEE 7/4 - Schuko - Type F,3.55
209650,22.0,0,225.5,95.45,19.9,26.6,70.3,46.8,94.3,"CCS (Type 2), Type 2 (Socket Only)",20.98
209375,150.0,1,781.0,191.66,67.42,19.4,31.9,23.8,92.3,CCS (Type 2),133.69
209374,300.0,2,792.8,380.42,44.23,26.2,56.3,10.1,90.0,"CCS (Type 2), CHAdeMO",255.5
208698,150.0,1,769.5,189.27,22.41,27.5,66.6,8.7,91.7,CCS (Type 2),142.5
208656,22.0,0,217.9,108.79,20.36,15.1,55.7,51.8,94.0,Type 2 (Socket Only),22.07
208611,3.7,0,232.4,16.24,14.14,18.9,23.7,200.8,97.2,Type 2 (Socket Only),3.62
205306,250.0,1,776.3,322.81,57.23,19.2,16.8,12.1,90.7,NACS / Tesla Supercharger,210.65
205175,300.0,3,820.7,365.81,80.22,37.0,51.8,17.8,91.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",268.85
204952,300.0,2,818.4,369.15,63.71,29.3,5.0,11.7,95.4,"CCS (Type 2), CHAdeMO",265.84
204257,300.0,2,798.7,373.49,74.92,24.5,89.6,17.1,92.6,CCS (Type 2),266.7
203814,22.0,0,216.8,104.27,14.47,11.6,37.0,41.7,97.1,Type 2 (Socket Only),22.17
203697,300.0,2,803.2,374.67,77.2,26.2,42.5,16.5,91.0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",301.27
202743,22.0,0,220.6,100.22,17.5,12.0,43.3,53.9,94.6,Type 2 (Socket Only),21.21
202238,250.0,1,784.0,317.55,64.16,31.6,29.1,17.6,91.9,CCS (Type 2),246.91
201534,22.0,0,235.5,91.46,20.51,24.3,62.1,50.8,96.5,Type 2 (Socket Only),22.12
201479,11.0,0,228.7,47.14,12.09,20.6,31.2,72.4,95.2,Type 2 (Socket Only),10.82
201377,22.0,0,238.4,95.07,14.4,21.9,41.5,34.2,98.8,Type 2 (Socket Only),22.27
201322,50.0,2,391.3,130.46,45.27,32.8,40.9,50.8,97.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.56
201321,3.0,0,227.3,16.76,15.54,14.1,51.7,351.1,95.7,Type 2 (Tethered Connector),2.79
195457,300.0,2,772.5,390.09,51.22,29.6,24.5,9.4,96.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",300.62
195455,300.0,1,814.7,371.23,60.62,24.0,29.0,13.4,93.0,CCS (Type 2),272.91
195414,22.0,0,225.6,94.4,21.01,18.3,25.0,54.1,94.8,Type 2 (Tethered Connector),20.91
195413,22.0,0,239.2,96.1,10.8,14.7,26.9,29.4,95.3,Type 2 (Socket Only),21.98
195412,22.0,0,226.8,97.65,19.05,29.0,50.5,51.9,95.9,Type 2 (Socket Only),22.0
195396,150.0,1,807.8,185.74,68.06,16.5,49.9,30.9,88.8,CCS (Type 2),142.93
195390,300.0,1,789.0,381.56,61.18,26.3,35.2,13.3,93.2,CCS (Type 2),300.84
195388,300.0,2,785.5,384.57,40.57,30.7,60.6,7.6,93.5,"CCS (Type 2), CHAdeMO",290.31
195377,300.0,1,802.6,370.61,63.77,32.1,6.6,11.2,95.3,"CCS (Type 2), Type 2 (Socket Only)",297.14
195376,300.0,1,801.1,377.83,68.63,21.8,37.3,13.7,94.5,CCS (Type 2),267.87
195375,150.0,1,810.2,185.19,44.08,23.2,41.4,15.4,93.1,"CCS (Type 2), Type 2 (Socket Only)",135.32
195374,150.0,1,790.7,195.71,64.21,32.2,47.2,29.1,92.2,CCS (Type 2),131.55
195373,300.0,2,788.6,386.38,57.53,35.1,56.4,12.4,91.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",264.28
195365,300.0,4,788.2,377.15,32.78,21.9,57.2,6.9,92.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",274.8
195363,300.0,3,833.2,361.76,67.87,29.8,19.3,14.2,91.7,"CCS (Type 2), Type 2 (Socket Only)",254.1
195348,11.0,0,232.2,44.6,14.28,18.4,19.0,75.4,97.0,Type 2 (Tethered Connector),10.41
195041,350.0,1,794.5,445.04,40.97,31.6,40.3,6.4,93.5,CCS (Type 2),316.99
195039,350.0,1,802.9,435.5,41.67,32.8,16.1,7.5,90.4,CCS (Type 2),317.98
195033,350.0,1,774.4,453.32,45.12,27.0,42.5,8.4,89.5,CCS (Type 2),350.28
195031,350.0,1,791.6,442.65,61.27,33.7,53.7,9.3,90.6,CCS (Type 2),301.88
195026,350.0,1,794.0,442.8,80.87,22.9,76.5,12.8,93.8,CCS (Type 2),331.98
195025,350.0,1,827.5,425.37,52.99,31.8,5.0,8.9,93.0,CCS (Type 2),311.65
195012,350.0,1,818.7,421.78,51.02,21.5,62.9,9.3,94.9,CCS (Type 2),338.01
195011,350.0,1,778.3,452.25,51.35,38.9,44.6,8.2,93.8,CCS (Type 2),310.68
194586,150.0,1,810.4,186.53,37.49,23.3,57.2,13.0,91.0,CCS (Type 2),135.36
194467,350.0,1,792.8,443.65,63.22,44.5,19.5,12.4,92.2,CCS (Type 2),339.45
194449,350.0,1,795.7,438.7,65.68,32.8,41.2,12.4,92.2,CCS (Type 2),297.89
194435,3.7,0,228.7,13.38,19.69,27.0,57.8,354.4,94.8,CEE 7/4 - Schuko - Type F,3.35
194433,175.0,2,779.9,226.47,76.08,32.1,67.7,28.2,92.0,"CCS (Type 2), CHAdeMO",138.18
194302,150.0,2,798.0,189.45,36.6,22.7,27.3,14.6,92.7,CCS (Type 2),148.65
194237,11.0,0,231.0,46.58,24.84,25.0,48.3,118.3,94.2,Type 2 (Socket Only),9.99
194229,3.7,0,228.2,16.13,19.09,12.7,42.0,311.8,96.3,CEE 7/4 - Schuko - Type F,3.53
194180,3.7,0,237.0,14.62,18.67,21.2,58.2,295.7,93.0,CEE 7/4 - Schuko - Type F,3.62
194059,22.0,0,230.5,92.52,19.6,28.1,19.0,56.3,94.4,Type 2 (Tethered Connector),20.11
193977,175.0,2,796.0,215.12,55.71,15.7,36.1,21.8,91.4,"CCS (Type 2), CHAdeMO",158.21
193704,16.0,0,227.3,65.2,13.55,28.4,52.8,56.5,92.8,Type 2 (Socket Only),14.68
193538,22.0,0,232.0,97.17,21.13,25.2,74.3,55.9,98.3,Type 2 (Socket Only),20.09
193473,0.0,0,217.6,27.42,11.33,27.3,15.6,101.8,93.0,CCS (Type 2),6.29
193409,300.0,1,770.8,389.25,42.29,30.5,53.7,7.3,91.0,CCS (Type 2),276.2
193369,3.7,0,238.1,12.61,18.88,24.5,41.0,323.2,97.3,CEE 7/4 - Schuko - Type F,3.55
193283,3.7,0,217.9,17.55,21.07,23.2,41.1,294.3,95.8,CEE 7/4 - Schuko - Type F,3.55
193277,3.7,0,224.7,16.2,17.18,30.2,29.9,298.8,95.2,CEE 7/4 - Schuko - Type F,3.53
193019,22.0,0,226.4,95.3,15.85,15.5,56.8,37.3,92.8,Type 2 (Socket Only),21.56
193017,150.0,1,809.6,187.91,46.17,11.6,87.6,20.9,92.5,CCS (Type 2),144.98
193000,11.0,0,232.0,47.03,17.22,23.7,26.1,86.7,94.2,Type 2 (Socket Only),10.47
192899,150.0,1,811.8,186.65,76.6,20.9,27.5,30.9,91.1,CCS (Type 2),139.58
192860,50.0,2,407.6,126.65,32.49,22.7,40.4,34.0,94.9,"CCS (Type 2), CHAdeMO",48.46
192775,11.0,0,243.0,46.59,13.74,27.8,56.3,70.0,92.5,Type 2 (Socket Only),10.46
192742,150.0,1,793.4,187.57,57.93,22.2,37.0,20.1,90.1,"CCS (Type 2), Type 2 (Socket Only)",137.14
192498,11.0,0,238.3,48.06,13.92,25.1,49.9,82.4,97.1,Type 2 (Socket Only),11.14
192359,64.0,1,414.2,156.7,45.38,23.5,37.9,46.2,92.5,CCS (Type 2),58.31
192293,22.0,0,218.2,101.8,18.97,24.5,36.0,53.9,93.1,CCS (Type 2),23.58
192196,11.0,0,222.9,51.66,16.67,22.6,52.9,90.5,95.1,Type 2 (Socket Only),10.45
192166,300.0,6,808.4,369.27,48.72,30.6,35.3,8.3,94.3,"CCS (Type 2), CHAdeMO",273.71
192160,22.0,0,218.8,99.32,16.17,13.7,6.8,38.8,97.2,"CCS (Type 2), Type 2 (Tethered Connector)",20.24
192076,3.7,0,219.6,19.18,12.05,29.7,66.9,189.1,94.6,CEE 7/4 - Schuko - Type F,3.49
192061,3.7,0,225.3,17.71,16.3,21.7,59.1,273.8,97.3,CEE 7/4 - Schuko - Type F,3.65
191877,150.0,1,814.6,183.7,64.85,19.4,11.1,25.1,91.4,CCS (Type 2),145.4
191792,22.0,0,240.5,88.01,16.29,12.7,25.1,39.4,95.5,Type 2 (Socket Only),20.54
191659,11.0,0,228.0,46.28,22.68,24.3,83.5,135.9,95.8,Type 2 (Socket Only),10.34
191415,22.0,0,229.1,97.07,24.48,24.3,5.0,65.2,96.1,Type 2 (Socket Only),21.16
191221,50.0,2,424.6,116.65,23.12,24.5,23.0,28.4,93.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.06
190998,50.0,2,406.9,126.54,28.72,28.0,35.8,37.1,93.0,"CCS (Type 2), CHAdeMO",45.5
190953,300.0,1,786.0,381.45,77.45,26.6,36.0,15.1,89.9,"CCS (Type 2), Type 2 (Socket Only)",275.0
190949,22.0,0,231.8,89.48,20.04,11.9,48.6,48.1,95.4,Type 2 (Socket Only),22.11
190948,180.0,2,776.2,228.43,72.1,32.0,34.9,21.5,90.8,"CCS (Type 2), Type 2 (Socket Only)",159.18
190946,22.0,0,222.5,94.47,18.21,35.1,88.2,53.1,98.6,Type 2 (Socket Only),22.71
190928,22.0,0,229.4,93.44,21.21,7.9,49.4,57.6,97.0,CCS (Type 2),22.12
190903,22.0,0,232.0,95.38,28.86,19.0,15.0,78.8,96.6,Type 2 (Socket Only),21.36
190896,22.0,0,249.7,89.88,24.16,20.4,38.0,75.0,96.2,Type 2 (Socket Only),20.51
190895,3.7,0,237.4,17.2,14.2,28.9,63.1,250.4,95.8,CEE 7/4 - Schuko - Type F,3.44
190863,22.0,0,243.2,94.89,16.31,15.5,58.2,43.7,97.4,Type 2 (Socket Only),19.94
190774,250.0,1,805.8,312.87,60.38,25.9,39.3,14.2,91.2,CCS (Type 2),225.74
190707,11.0,0,230.2,46.54,19.87,20.3,22.2,95.8,93.4,Type 2 (Socket Only),9.95
190700,22.0,0,234.2,94.27,11.49,24.1,64.5,28.9,95.7,Type 2 (Socket Only),23.26
190666,100.0,2,395.3,252.86,45.88,28.9,26.7,24.2,93.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",91.67
190665,135.0,2,403.8,335.0,42.91,16.5,62.1,20.3,96.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",119.12
190664,150.0,3,806.5,187.09,59.76,29.1,57.7,21.5,92.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",128.19
190662,150.0,2,824.0,180.96,47.91,32.6,43.7,20.1,92.8,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",130.73
190661,150.0,1,797.8,185.22,49.1,23.4,85.5,17.7,90.9,CCS (Type 2),134.19
190660,150.0,2,806.7,188.36,68.21,19.6,37.5,29.9,91.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",149.7
190659,100.0,2,410.4,242.96,5.71,14.8,31.4,5.0,91.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",90.23
190658,150.0,2,792.8,184.65,42.56,16.8,66.6,18.8,91.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",130.83
190657,100.0,2,408.9,244.04,45.56,24.2,16.9,29.9,95.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",99.8
190656,150.0,1,787.1,191.33,60.94,20.3,35.3,21.7,92.9,CCS (Type 2),142.51
190655,150.0,2,813.6,183.72,71.41,23.8,33.7,24.8,92.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",138.31
190653,150.0,2,811.2,184.32,49.43,32.3,46.2,19.2,92.7,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",128.08
190652,150.0,1,779.0,189.15,71.0,36.4,14.5,29.9,92.6,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",144.06
190651,150.0,1,801.6,188.37,48.08,21.6,76.5,19.6,90.7,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",136.78
190650,150.0,2,791.4,188.74,62.9,20.8,42.7,23.0,92.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",142.3
190649,150.0,2,810.6,185.74,53.06,37.3,44.9,19.8,96.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",152.43
190648,150.0,2,796.8,183.36,47.72,24.8,84.9,21.3,91.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",145.7
190647,150.0,1,799.5,189.03,56.65,29.9,41.5,20.6,94.1,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",136.71
190646,150.0,2,812.4,182.59,35.98,33.1,54.5,14.5,91.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",137.68
190645,150.0,1,808.0,189.63,20.6,28.0,37.1,7.7,93.2,CCS (Type 2),134.06
190644,100.0,1,402.5,245.66,43.92,25.6,39.8,30.2,93.2,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",98.89
190643,150.0,2,782.2,192.06,58.66,18.6,37.4,23.6,94.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",146.24
190642,100.0,1,403.9,250.54,31.92,11.4,69.1,18.6,95.7,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",97.47
190641,150.0,2,800.7,193.16,38.74,29.1,39.4,17.6,91.5,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",140.86
190637,150.0,2,801.7,190.25,47.28,15.6,61.8,19.9,91.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",127.89
190636,150.0,2,786.4,188.88,58.71,17.7,10.1,22.8,92.9,"CCS (Type 2), Type 2 (Socket Only)",136.43
190635,150.0,1,805.6,187.11,70.9,27.5,68.3,25.0,91.6,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",142.03
190633,150.0,1,808.1,182.48,69.88,13.0,32.0,30.1,91.2,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",139.96
190632,150.0,2,778.1,195.3,69.56,18.3,39.0,26.8,91.0,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",150.19
190631,150.0,2,790.5,190.96,48.68,33.9,33.9,20.9,92.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",137.87
190630,150.0,2,803.8,185.8,28.8,22.2,32.6,11.1,91.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",144.26
190629,150.0,2,805.3,183.44,61.31,23.1,45.7,23.6,90.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",143.56
190628,135.0,2,405.5,332.74,36.76,25.3,74.9,15.8,95.2,"CCS (Type 2), CHAdeMO",126.45
190627,150.0,2,797.3,184.49,56.02,24.8,65.3,19.5,90.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",132.85
190626,150.0,2,813.7,180.08,86.32,33.4,28.4,32.2,89.4,"CCS (Type 2), Type 2 (Socket Only)",128.24
190625,150.0,2,801.1,192.68,65.8,17.5,74.4,23.8,91.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",146.62
190624,100.0,2,391.4,257.34,25.58,25.6,75.7,16.0,90.6,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",87.98
190623,100.0,1,375.5,269.8,41.54,23.7,39.7,21.7,92.2,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",92.28
190583,135.0,2,400.8,335.4,21.39,22.2,28.7,10.2,92.4,"CCS (Type 2), CHAdeMO",130.29
190567,100.0,2,409.8,247.13,36.2,27.1,33.4,19.4,95.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",92.23
190566,100.0,2,382.7,256.9,34.4,30.1,45.8,20.4,94.0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",91.77
190565,150.0,2,798.3,187.06,61.92,32.6,87.3,27.0,90.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",131.19
190458,22.0,0,232.1,92.08,19.37,24.2,43.4,56.6,96.3,"CCS (Type 2), CEE 5 Pin",19.8
190418,22.0,0,215.7,107.17,16.28,27.4,62.4,42.3,95.6,Type 2 (Socket Only),21.0
190381,22.0,0,210.3,107.09,14.89,26.0,63.1,39.9,93.8,Type 2 (Socket Only),23.47
190338,100.0,2,392.0,254.6,23.67,11.8,34.7,14.0,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",88.44
190337,100.0,1,372.5,269.52,37.84,21.4,51.1,23.4,94.0,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",99.94
190336,100.0,2,392.3,260.31,22.08,23.8,40.9,14.3,95.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",89.72
190303,3.7,0,221.0,14.33,15.49,12.9,57.5,261.2,96.4,Type 2 (Socket Only),3.5
190221,100.0,1,382.7,255.4,33.91,26.0,74.8,17.4,94.7,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",97.82
190203,150.0,1,809.8,181.55,57.99,29.6,34.3,21.4,91.7,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",133.86
190202,150.0,2,829.3,178.6,48.22,10.0,63.9,17.8,90.1,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",128.0
190200,100.0,2,369.0,272.37,40.95,17.4,54.4,27.9,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",96.68
190199,150.0,3,803.0,188.92,31.99,27.7,55.0,12.0,91.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",144.78
190169,150.0,2,800.8,185.86,46.35,31.4,49.8,17.9,90.9,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",143.62
190168,100.0,2,388.6,256.45,44.67,33.5,62.0,26.3,94.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",98.64
190166,150.0,2,790.2,189.74,64.63,20.2,29.4,28.0,91.5,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",137.3
190165,100.0,2,394.0,255.91,28.14,20.0,31.5,15.3,94.3,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",90.58
190163,150.0,1,796.3,184.75,46.26,26.7,46.3,18.9,90.4,CCS (Type 2),131.56
190162,150.0,2,777.2,190.1,40.59,19.2,19.8,16.0,90.6,CCS (Type 2),135.61
190161,150.0,2,799.6,191.9,48.61,20.2,5.0,17.5,92.9,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",135.02
190160,150.0,2,792.0,193.07,49.74,26.9,24.7,19.4,94.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",144.95
190147,150.0,2,795.3,190.98,46.04,29.1,42.5,16.6,91.7,"CCS (Type 2), Type 2 (Socket Only)",139.4
190146,150.0,2,809.7,177.72,47.47,34.6,49.9,18.0,90.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",138.53
190145,100.0,2,395.0,254.78,24.88,28.9,45.6,12.9,94.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",101.1
190144,100.0,1,394.2,252.82,34.62,14.9,59.8,23.8,91.5,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",99.67
190143,150.0,2,803.5,187.55,44.33,26.6,33.5,17.6,90.4,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",137.92
190142,150.0,2,817.9,180.58,63.19,24.2,67.6,26.2,90.0,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",134.0
190141,100.0,1,398.5,253.17,34.95,25.1,34.1,20.8,96.1,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",90.25
190140,150.0,2,819.3,183.37,31.43,29.0,22.3,12.8,91.6,"CCS (Type 2), Type 2 (Socket Only)",157.32
190139,200.0,1,796.9,253.4,44.45,24.0,37.4,13.5,91.9,CCS (Type 2),188.08
190138,150.0,2,810.8,191.4,43.07,33.2,74.4,17.8,93.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",154.25
190137,100.0,1,420.3,238.96,47.59,19.6,71.7,27.2,94.8,CCS (Type 2),89.52
190136,150.0,1,804.8,188.63,57.51,34.5,21.0,24.5,91.7,CCS (Type 2),143.52
190135,100.0,2,392.8,250.05,28.32,31.0,62.1,16.3,93.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",87.19
190133,150.0,2,809.3,185.19,45.68,17.6,64.9,19.6,90.9,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",134.41
190132,200.0,2,803.5,252.79,45.5,26.2,43.7,14.3,91.4,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",188.01
190130,120.0,2,417.7,286.97,43.15,23.4,60.3,22.9,95.8,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",106.77
190129,100.0,1,420.0,241.12,28.74,31.9,66.7,17.3,94.1,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",86.56
190128,100.0,1,395.1,248.53,40.72,26.4,61.5,27.7,95.3,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",98.29
190127,150.0,1,793.0,190.56,34.65,30.9,31.4,13.5,91.3,CCS (Type 2),142.66
190126,150.0,3,804.1,188.4,82.35,24.0,29.2,34.2,91.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",131.56
190052,100.0,1,384.6,257.77,33.3,31.4,73.1,22.0,96.0,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",83.89
190051,100.0,2,404.5,242.56,26.08,20.7,52.5,16.8,91.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",86.59
190050,150.0,2,792.1,185.57,50.69,19.9,25.0,19.2,92.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",125.94
190049,150.0,1,824.7,184.1,67.33,23.1,57.7,30.1,95.6,CCS (Type 2),140.24
190048,200.0,2,812.2,245.61,55.07,20.5,43.5,15.8,92.4,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",178.58
190047,150.0,2,844.5,177.02,47.11,25.1,49.7,18.8,92.6,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",138.07
190023,150.0,2,797.6,186.18,68.77,17.5,63.6,25.8,92.5,"CCS (Type 2), Type 2 (Socket Only)",141.77
190006,150.0,1,814.3,185.23,83.39,20.3,52.9,36.8,87.9,"CCS (Type 2), Type 2 (Socket Only)",145.12
189978,350.0,1,828.6,421.28,80.51,28.9,25.5,15.0,91.8,CCS (Type 2),323.36
189946,100.0,2,419.1,238.55,37.84,20.5,56.6,23.6,95.8,CCS (Type 2),97.5
189945,100.0,2,369.1,268.16,32.3,25.8,47.2,22.0,92.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",90.17
189874,150.0,2,804.0,184.76,54.73,28.9,33.8,19.3,91.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",137.13
189873,150.0,2,800.9,187.47,36.35,24.5,28.1,13.8,93.1,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",145.73
189872,100.0,2,396.8,252.41,35.5,21.8,69.9,24.4,94.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",91.84
189871,65.0,2,401.6,163.38,32.81,21.5,37.3,27.9,92.1,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",63.28
189870,150.0,2,795.1,186.0,58.18,24.2,16.5,25.9,90.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",139.49
189869,150.0,1,787.4,188.54,51.33,20.3,31.1,22.6,93.3,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",149.43
189868,150.0,2,813.8,178.55,52.06,28.0,16.0,21.4,92.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",120.11
189866,100.0,2,420.6,239.78,32.89,21.3,59.8,20.3,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",109.62
189828,150.0,2,807.9,186.05,47.17,25.8,66.7,19.1,91.8,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",133.93
189827,150.0,2,816.3,183.66,82.73,19.4,11.4,30.5,96.0,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",140.7
189826,150.0,1,817.1,184.72,59.9,24.4,52.6,26.0,94.4,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",148.02
189825,100.0,1,378.2,265.68,38.81,30.9,35.0,26.0,93.2,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",92.8
189824,150.0,1,778.3,191.37,83.18,20.3,74.6,33.3,93.3,"CCS (Type 2), Type 2 (Socket Only), Type 2 (Tethered Connector)",138.64
189823,150.0,1,802.8,189.88,71.53,27.2,44.2,30.1,91.9,CCS (Type 2),127.14
189822,100.0,2,404.6,247.04,11.41,23.3,24.7,6.5,92.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",102.02
189821,100.0,2,408.7,243.43,30.3,27.5,36.9,18.2,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",100.54
