date,start_hour,city,station_id,charger_kw,session_minutes,energy_kwh,price_per_kwh,session_cost,grid_load_mw,peak_hour
2018-04-17,15,Miami,ST0349,150,46,18.98,0.19,3.61,4766.94,0
2019-05-15,16,Berlin,ST0192,100,82,29.73,0.25,7.43,5208.75,0
2019-03-11,21,London,ST0079,7,43,21.56,0.23,4.96,5584.63,1
2018-11-29,23,Rome,ST0426,150,40,26.64,0.21,5.59,5083.49,0
2025-05-25,15,Amsterdam,ST0233,150,41,29.63,0.23,6.81,4986.15,0
2021-01-08,10,Dublin,ST0337,7,38,21.35,0.16,3.42,4796.25,0
2021-09-11,15,New York,ST0336,100,46,24.13,0.15,3.62,4697.16,0
2023-01-30,18,London,ST0486,150,68,27.44,0.17,4.67,5169.28,1
2024-05-20,23,Phoenix,ST0109,7,63,28.3,0.27,7.64,5793.17,0
2025-03-21,23,Miami,ST0166,7,56,30.06,0.14,4.21,4329.12,0
2018-10-17,18,Oslo,ST0488,100,46,20.8,0.28,5.82,4011.77,1
2022-04-12,15,Chicago,ST0205,22,35,14.02,0.32,4.49,4176.47,0
2019-12-31,15,Denver,ST0495,50,63,28.79,0.14,4.03,5256.41,0
2019-01-01,19,Los Angeles,ST0437,11,91,30.94,0.21,6.5,4575.51,1
2019-10-30,14,Berlin,ST0400,50,28,28.22,0.22,6.21,5175.49,0
2021-03-13,23,Tokyo,ST0386,150,10,25.59,0.22,5.63,5279.9,0
2019-09-24,13,Houston,ST0153,50,29,23.92,0.39,9.33,5357.35,0
2022-11-06,23,Singapore,ST0413,22,41,19.92,0.17,3.39,4795.54,0
2025-09-06,7,Dublin,ST0068,22,30,18.8,0.21,3.95,4781.07,0
2025-06-18,19,Houston,ST0427,22,44,20.37,0.08,1.63,4673.84,1
2023-10-01,13,Seattle,ST0251,50,54,29.03,0.29,8.42,5254.58,0
2022-05-09,17,Amsterdam,ST0138,100,34,18.34,0.11,2.02,5409.3,1
2024-09-24,17,Madrid,ST0047,50,20,16.27,0.16,2.6,4926.58,1
2022-02-17,23,Dublin,ST0096,50,38,11.3,0.21,2.37,4927.09,0
2025-01-27,16,Madrid,ST0048,7,32,22.93,0.22,5.04,4899.29,0
2023-10-04,20,London,ST0499,50,36,19.89,0.32,6.36,5259.23,1
2025-08-02,22,Denver,ST0332,150,69,28.91,0.28,8.09,4265.97,0
2019-09-28,19,Amsterdam,ST0270,150,41,31.31,0.28,8.77,4690.01,1
2025-04-05,19,Stockholm,ST0043,22,48,26.03,0.15,3.9,5164.13,1
2023-04-02,16,Madrid,ST0041,50,50,20.38,0.18,3.67,5488.43,0
2021-05-15,12,Phoenix,ST0066,150,25,20.74,0.17,3.53,4380.45,0
2021-05-15,18,Denver,ST0268,50,14,14.64,0.36,5.27,5148.3,1
2021-04-25,14,Helsinki,ST0025,100,53,27.2,0.29,7.89,4825.21,0
2018-11-10,22,New York,ST0263,7,10,13.92,0.23,3.2,5160.49,0
2023-09-23,13,Madrid,ST0212,7,50,20.88,0.2,4.18,5355.91,0
2023-03-19,22,Osaka,ST0369,100,25,15.71,0.19,2.99,4989.48,0
2020-11-03,14,Paris,ST0131,100,65,27.54,0.25,6.88,4256.88,0
2018-12-01,23,Sydney,ST0258,7,10,23.37,0.29,6.78,4837.28,0
2019-04-12,23,Singapore,ST0339,50,43,23.47,0.24,5.63,6647.18,0
2020-01-06,23,San Francisco,ST0432,50,59,20.52,0.23,4.72,4635.5,0
2018-07-05,22,Chicago,ST0214,150,47,18.02,0.23,4.14,4587.36,0
2021-05-04,18,London,ST0301,150,27,21.38,0.27,5.77,4918.98,1
2023-02-07,16,Sydney,ST0344,50,49,27.37,0.14,3.83,5059.79,0
2024-12-30,23,Boston,ST0175,11,56,25.01,0.26,6.5,5286.28,0
2020-05-14,21,San Francisco,ST0041,150,10,11.43,0.29,3.32,4213.09,1
2024-10-10,20,Boston,ST0447,150,37,17.46,0.24,4.19,5070.35,1
2019-03-12,23,Madrid,ST0274,7,32,29.04,0.24,6.97,4745.65,0
2018-01-24,21,Berlin,ST0060,7,56,24.9,0.24,5.98,4721.1,1
2019-12-05,13,Tokyo,ST0245,50,60,24.08,0.21,5.06,4996.23,0
2025-10-04,19,Berlin,ST0445,150,16,26.35,0.23,6.06,4884.08,1
2024-10-01,20,Singapore,ST0250,22,49,27.72,0.26,7.21,5369.78,1
2024-12-08,23,Dublin,ST0185,150,62,24.64,0.14,3.45,5892.45,0
2025-07-22,16,Seoul,ST0346,50,35,13.52,0.24,3.24,4948.51,0
2021-05-24,10,Chicago,ST0065,11,54,21.99,0.41,9.02,4503.28,0
2018-02-26,15,Seattle,ST0058,7,27,27.63,0.19,5.25,4548.06,0
2025-10-21,21,Seattle,ST0440,7,17,23.17,0.34,7.88,5295.97,1
2020-05-07,21,Amsterdam,ST0333,11,62,33.99,0.3,10.2,5275.79,1
2025-04-15,22,Denver,ST0224,150,27,25.12,0.15,3.77,4856.97,0
2024-01-16,2,Seattle,ST0045,22,53,21.14,0.3,6.34,4819.66,0
2023-03-14,23,Phoenix,ST0243,50,23,25.95,0.37,9.6,5445.89,0
2018-03-31,21,Houston,ST0086,11,48,21.14,0.27,5.71,4251.51,1
2025-11-17,15,Rome,ST0494,50,10,15.68,0.26,4.08,5115.42,0
2023-04-16,18,Los Angeles,ST0441,50,48,14.33,0.19,2.72,4576.65,1
2024-07-25,14,Denver,ST0104,22,56,20.42,0.18,3.68,3818.14,0
2024-05-21,16,Berlin,ST0027,22,23,21.16,0.15,3.17,4956.9,0
2018-02-02,17,Houston,ST0323,150,78,29.85,0.09,2.69,4326.94,1
2022-11-04,18,Madrid,ST0435,50,26,6.28,0.31,1.95,5245.22,1
2024-06-28,20,Dublin,ST0375,100,32,23.98,0.17,4.08,5098.34,1
2021-04-06,13,New York,ST0250,50,75,19.15,0.31,5.94,4856.05,0
2023-06-15,15,Stockholm,ST0303,150,48,27.43,0.32,8.78,5066.28,0
2024-11-09,13,Osaka,ST0464,50,46,32.6,0.31,10.11,5344.8,0
2020-08-07,21,Seoul,ST0032,100,58,30.75,0.19,5.84,4365.47,1
2018-03-19,18,Madrid,ST0296,22,28,16.08,0.17,2.73,6167.0,1
2024-03-16,18,Chicago,ST0138,150,52,18.13,0.09,1.63,4522.99,1
2022-09-05,23,Amsterdam,ST0060,50,51,27.11,0.27,7.32,4772.78,0
2024-12-25,23,Tokyo,ST0178,50,32,28.87,0.25,7.22,4180.96,0
2025-10-28,14,Madrid,ST0011,11,10,25.02,0.22,5.5,3765.89,0
2021-03-25,19,Singapore,ST0099,50,34,14.66,0.34,4.98,4992.29,1
2021-11-09,16,Rome,ST0119,100,37,14.87,0.13,1.93,5521.95,0
2020-06-18,15,Helsinki,ST0466,150,45,13.18,0.13,1.71,5157.62,0
2021-10-21,19,Dublin,ST0437,150,80,34.31,0.2,6.86,5253.74,1
2025-05-14,16,Rome,ST0068,22,86,34.07,0.23,7.83,5056.46,0
2025-12-23,23,Berlin,ST0492,50,56,32.51,0.08,2.6,5320.67,0
2025-07-20,15,Tokyo,ST0377,22,80,35.33,0.22,7.77,5709.14,0
2023-04-19,23,San Francisco,ST0319,11,46,35.88,0.22,7.89,4996.26,0
2021-03-02,22,Seoul,ST0384,7,37,22.87,0.32,7.32,5041.08,0
2025-06-25,9,Amsterdam,ST0067,11,52,20.76,0.28,5.81,5111.13,0
2020-03-28,23,San Francisco,ST0311,50,63,31.01,0.17,5.27,5486.04,0
2019-02-18,23,Madrid,ST0483,50,31,30.72,0.18,5.53,4656.89,0
2021-05-28,19,Denver,ST0108,100,59,29.64,0.15,4.45,5215.83,1
2018-07-12,14,Los Angeles,ST0184,22,15,15.16,0.17,2.58,5101.42,0
2022-01-02,23,Osaka,ST0082,11,15,21.56,0.14,3.02,5360.78,0
2023-08-25,14,New York,ST0414,7,23,24.76,0.18,4.46,4721.05,0
2021-10-15,6,Madrid,ST0059,100,63,29.66,0.22,6.53,3974.87,0
2020-07-17,23,Houston,ST0288,11,31,19.45,0.38,7.39,4685.99,0
2023-06-16,21,Boston,ST0175,22,56,26.67,0.24,6.4,5214.88,1
2018-07-11,19,Sydney,ST0450,100,43,30.72,0.13,3.99,5513.59,1
2020-12-31,22,Phoenix,ST0437,150,58,30.54,0.21,6.41,4127.69,0
2023-10-13,17,Dublin,ST0343,7,25,17.34,0.13,2.25,4670.69,1
2025-12-03,15,New York,ST0475,50,10,22.7,0.38,8.63,5193.92,0
2023-02-16,16,Sydney,ST0057,7,43,21.06,0.23,4.84,4885.72,0
2024-11-05,13,Dublin,ST0401,7,78,19.92,0.27,5.38,4789.1,0
2024-04-22,23,New York,ST0260,7,51,22.32,0.2,4.46,5069.24,0
2019-11-16,12,Tokyo,ST0061,11,29,12.56,0.16,2.01,4837.17,0
2022-01-21,19,San Francisco,ST0373,22,10,18.51,0.26,4.81,4872.6,1
2025-12-10,14,Rome,ST0391,100,36,19.62,0.18,3.53,4945.38,0
2023-08-04,23,Singapore,ST0446,7,30,20.01,0.22,4.4,4696.36,0
2019-09-24,23,Tokyo,ST0187,22,10,16.54,0.28,4.63,4879.13,0
2019-07-19,13,Houston,ST0435,11,53,28.89,0.23,6.65,4474.96,0
2022-12-04,20,Madrid,ST0394,7,36,26.05,0.32,8.33,3701.4,1
2020-10-01,18,Amsterdam,ST0175,22,10,31.41,0.19,5.97,5358.82,1
2023-08-31,17,San Francisco,ST0044,22,28,16.75,0.33,5.53,5384.97,1
2022-03-06,23,Seoul,ST0387,50,46,24.96,0.2,4.99,4916.3,0
2022-01-17,12,Tokyo,ST0341,11,46,19.57,0.25,4.89,4903.3,0
2019-09-13,19,Sydney,ST0386,100,78,27.17,0.27,7.34,6014.44,1
2022-09-24,23,Denver,ST0071,50,68,24.63,0.24,5.91,4399.37,0
2022-08-21,20,Madrid,ST0460,50,50,24.12,0.29,6.99,4392.58,1
2023-10-16,23,Osaka,ST0186,7,63,25.21,0.21,5.29,5301.13,0
2022-12-18,23,Phoenix,ST0395,7,47,24.36,0.22,5.36,5948.45,0
2023-10-21,16,Chicago,ST0044,22,44,30.6,0.23,7.04,5510.92,0
2021-07-13,13,Berlin,ST0396,11,40,30.22,0.17,5.14,4805.24,0
2022-11-13,19,New York,ST0202,7,25,18.93,0.23,4.35,4979.06,1
2025-05-28,23,Tokyo,ST0078,100,75,22.72,0.23,5.23,5388.0,0
2018-08-25,23,Tokyo,ST0366,150,59,26.53,0.27,7.16,5403.02,0
2023-10-31,13,Miami,ST0215,50,48,31.06,0.21,6.52,4948.95,0
2025-08-20,16,Seoul,ST0284,22,10,19.3,0.24,4.63,4640.97,0
2021-07-08,12,Paris,ST0005,22,27,25.06,0.36,9.02,5531.46,0
2023-12-02,11,Dublin,ST0472,11,62,22.12,0.18,3.98,4577.51,0
2025-11-08,21,Berlin,ST0229,150,64,25.19,0.21,5.29,5252.89,1
2020-04-20,20,Oslo,ST0320,100,68,19.74,0.22,4.34,4444.94,1
2025-04-24,17,Rome,ST0358,22,40,22.57,0.16,3.61,4186.62,1
2025-04-11,7,Berlin,ST0398,11,42,20.88,0.17,3.55,5384.81,0
2021-05-20,13,Chicago,ST0019,100,73,34.88,0.08,2.79,4945.71,0
2021-10-02,16,Berlin,ST0372,150,10,11.98,0.27,3.23,5877.51,0
2019-06-01,22,Stockholm,ST0277,22,51,24.01,0.34,8.16,6110.17,0
2020-05-25,15,Chicago,ST0262,100,10,8.71,0.31,2.7,4811.31,0
2021-07-02,18,Stockholm,ST0175,150,10,15.43,0.2,3.09,5025.66,1
2019-10-18,16,Los Angeles,ST0015,100,24,16.96,0.3,5.09,5010.22,0
2024-08-23,21,Boston,ST0124,22,27,6.47,0.18,1.16,4512.6,1
2022-09-28,19,Stockholm,ST0057,150,110,34.68,0.41,14.22,5303.09,1
2018-09-03,14,Paris,ST0133,150,51,33.02,0.35,11.56,4624.42,0
2023-09-10,19,Paris,ST0064,7,16,24.04,0.33,7.93,4996.07,1
2025-04-20,14,Houston,ST0230,22,52,26.33,0.23,6.06,4974.67,0
2024-06-02,17,Singapore,ST0003,50,64,29.36,0.15,4.4,4452.15,1
2021-10-20,16,Denver,ST0413,150,59,25.82,0.17,4.39,5054.04,0
2024-07-10,16,Helsinki,ST0366,150,62,27.11,0.2,5.42,5044.18,0
2025-06-18,23,Oslo,ST0433,100,33,23.97,0.22,5.27,5269.38,0
2020-08-15,14,Paris,ST0154,22,47,29.18,0.15,4.38,4232.01,0
2025-06-24,11,Seoul,ST0294,150,21,23.5,0.12,2.82,4665.04,0
2019-07-28,21,Seoul,ST0194,100,53,22.43,0.23,5.16,5063.3,1
2020-10-11,16,Houston,ST0168,100,40,33.98,0.28,9.51,6196.23,0
2024-07-13,15,Seattle,ST0422,22,43,16.5,0.16,2.64,5816.95,0
2023-02-04,15,Houston,ST0076,150,83,21.74,0.15,3.26,4716.36,0
2022-10-10,17,Madrid,ST0042,7,63,27.81,0.19,5.28,4884.6,1
2018-09-12,16,Madrid,ST0455,11,26,16.68,0.29,4.84,3972.64,0
2023-05-05,23,Seattle,ST0229,7,38,18.7,0.27,5.05,5777.4,0
2022-02-21,23,Osaka,ST0270,50,55,30.03,0.1,3.0,4819.22,0
2024-08-06,13,Oslo,ST0266,50,69,24.36,0.28,6.82,5125.38,0
2020-12-16,13,Helsinki,ST0256,150,33,28.43,0.17,4.83,4936.15,0
2022-10-01,14,Rome,ST0353,50,38,22.33,0.17,3.8,4389.09,0
2022-09-04,19,San Francisco,ST0074,100,28,17.31,0.15,2.6,4910.27,1
2019-06-05,22,Amsterdam,ST0365,50,75,23.37,0.37,8.65,4531.13,0
2019-06-14,23,Seoul,ST0263,100,30,17.25,0.17,2.93,5002.76,0
2019-04-29,20,Seoul,ST0109,50,58,20.24,0.15,3.04,4522.64,1
2023-04-23,17,New York,ST0383,11,40,18.05,0.24,4.33,6043.48,1
2024-04-08,15,Paris,ST0472,7,36,25.12,0.18,4.52,5234.96,0
2024-09-30,14,Madrid,ST0057,7,81,29.44,0.18,5.3,4603.43,0
2022-02-22,15,Helsinki,ST0149,7,72,20.3,0.17,3.45,4600.35,0
2023-11-12,17,Phoenix,ST0061,22,39,15.22,0.19,2.89,4851.12,1
2021-06-02,14,Paris,ST0156,22,58,29.56,0.21,6.21,5013.5,0
2023-06-14,7,Los Angeles,ST0406,11,36,27.34,0.19,5.2,4380.75,0
2019-08-06,23,Helsinki,ST0216,7,81,30.06,0.3,9.02,3967.26,0
2021-06-03,14,Miami,ST0111,11,35,21.02,0.19,3.99,3589.07,0
2023-06-26,19,Los Angeles,ST0063,100,55,32.61,0.16,5.22,4575.36,1
2021-11-29,4,Chicago,ST0446,7,39,27.19,0.18,4.89,5760.46,0
2022-09-07,16,Amsterdam,ST0294,22,47,16.82,0.24,4.04,3897.64,0
2024-05-06,21,Rome,ST0461,22,59,31.88,0.15,4.78,5127.79,1
2022-03-26,20,Amsterdam,ST0428,150,53,20.03,0.08,1.6,5153.61,1
2024-10-16,17,Phoenix,ST0391,11,33,25.78,0.22,5.67,4283.52,1
2023-08-30,8,Tokyo,ST0236,50,22,32.61,0.27,8.8,4884.73,0
2025-06-25,17,Rome,ST0077,150,40,28.64,0.19,5.44,5243.0,1
2021-08-25,16,Chicago,ST0410,100,83,31.67,0.31,9.82,4654.48,0
2025-06-14,23,Dublin,ST0210,50,38,23.11,0.33,7.63,4531.05,0
2020-08-11,19,Berlin,ST0174,100,53,26.96,0.19,5.12,6030.97,1
2018-07-07,11,Osaka,ST0456,50,74,32.96,0.35,11.53,4057.71,0
2021-02-10,13,Tokyo,ST0046,11,74,17.49,0.11,1.92,4585.83,0
2025-12-06,18,Los Angeles,ST0293,150,76,26.19,0.18,4.71,5120.47,1
2025-12-07,20,Miami,ST0288,150,53,23.47,0.08,1.88,4535.07,1
2019-05-23,23,Tokyo,ST0287,7,48,22.15,0.3,6.64,4483.53,0
2020-02-28,16,Dublin,ST0278,100,47,21.43,0.23,4.93,4811.89,0
2018-08-05,11,Helsinki,ST0268,11,48,17.12,0.23,3.94,5475.54,0
2023-05-04,16,Stockholm,ST0460,7,21,19.89,0.16,3.18,5196.79,0
2019-05-08,17,Osaka,ST0480,100,79,33.29,0.21,6.99,5330.98,1
2020-01-07,16,Los Angeles,ST0141,11,45,21.59,0.27,5.83,5622.87,0
2020-10-01,21,Seoul,ST0430,100,63,30.18,0.26,7.85,4471.06,1
2022-12-25,23,Chicago,ST0414,100,81,26.55,0.19,5.04,5372.41,0
2024-10-21,20,London,ST0206,100,40,16.55,0.24,3.97,5241.92,1
2018-07-04,21,Amsterdam,ST0442,7,51,22.76,0.29,6.6,5043.98,1
2021-10-24,15,Madrid,ST0093,50,41,14.19,0.21,2.98,5200.98,0
2018-04-09,19,Stockholm,ST0163,50,75,25.69,0.25,6.42,5379.11,1
2020-11-19,23,Chicago,ST0059,7,47,18.42,0.28,5.16,5966.54,0
2024-01-29,16,San Francisco,ST0147,11,61,31.46,0.29,9.12,5008.63,0
2020-01-19,14,Boston,ST0394,7,43,25.45,0.28,7.13,5048.78,0
2019-09-24,16,Miami,ST0488,50,56,29.02,0.25,7.26,4517.99,0
2025-08-11,17,San Francisco,ST0031,100,63,18.64,0.08,1.49,5668.62,1
2021-08-25,20,San Francisco,ST0014,150,57,19.46,0.27,5.25,5115.45,1
2018-08-28,10,Miami,ST0200,7,73,27.55,0.19,5.24,4621.22,0
2021-08-03,7,Phoenix,ST0212,22,56,26.03,0.21,5.47,5383.36,0
2020-11-22,11,Berlin,ST0483,7,33,17.71,0.2,3.54,4824.57,0
2018-08-01,20,Seattle,ST0123,100,38,18.17,0.34,6.18,6178.51,1
2024-07-28,18,Denver,ST0253,100,29,28.86,0.12,3.46,4808.04,1
2023-08-29,14,Berlin,ST0487,7,21,19.12,0.16,3.06,4862.81,0
2021-01-08,18,New York,ST0163,50,32,19.99,0.2,4.0,5344.87,1
2024-03-15,17,Madrid,ST0034,50,61,28.25,0.26,7.34,5646.92,1
2018-04-29,12,Madrid,ST0325,11,35,31.02,0.2,6.2,3456.5,0
2018-03-18,16,Boston,ST0284,100,47,10.55,0.31,3.27,4505.36,0
2025-07-28,19,Houston,ST0127,100,40,16.36,0.15,2.45,4477.89,1
2025-04-22,23,Phoenix,ST0156,100,42,20.43,0.15,3.06,5639.8,0
2022-07-25,23,Rome,ST0043,150,68,28.62,0.24,6.87,4466.52,0
2023-08-12,16,Seattle,ST0401,11,31,12.59,0.29,3.65,4522.45,0
2022-03-10,23,Oslo,ST0087,11,62,28.22,0.26,7.34,4765.24,0
2024-01-11,23,Madrid,ST0493,100,45,24.91,0.17,4.23,4594.06,0
2023-01-25,20,New York,ST0001,50,49,19.93,0.12,2.39,4344.77,1
2024-12-17,23,Miami,ST0335,11,32,20.15,0.32,6.45,4479.51,0
2018-01-03,14,New York,ST0478,50,29,29.57,0.36,10.65,5274.06,0
2021-01-24,21,Dublin,ST0129,150,33,31.7,0.24,7.61,5473.34,1
2022-04-07,17,Paris,ST0432,150,39,31.0,0.26,8.06,5689.67,1
2020-05-21,19,Helsinki,ST0431,100,28,18.44,0.23,4.24,4640.52,1
2021-02-26,12,New York,ST0083,150,69,23.56,0.23,5.42,4982.29,0
2023-12-28,15,Helsinki,ST0036,22,74,21.29,0.24,5.11,5008.24,0
2019-01-03,17,Berlin,ST0358,7,19,24.63,0.27,6.65,4600.75,1
2019-07-27,21,Singapore,ST0285,22,52,17.84,0.16,2.85,5560.49,1
2022-11-05,19,Seattle,ST0313,100,33,17.67,0.18,3.18,4728.43,1
2021-07-27,13,Osaka,ST0485,22,10,24.9,0.29,7.22,4222.97,0
2025-02-14,18,Boston,ST0386,150,26,19.81,0.2,3.96,4725.33,1
2023-01-29,23,Boston,ST0126,150,36,18.28,0.17,3.11,5555.0,0
2021-08-10,9,London,ST0108,50,29,28.71,0.24,6.89,4890.82,0
2024-09-21,23,London,ST0009,150,49,20.34,0.2,4.07,4473.64,0
2019-07-02,23,Tokyo,ST0473,7,56,30.34,0.3,9.1,4874.26,0
2024-10-29,13,Amsterdam,ST0003,7,43,18.8,0.23,4.32,5401.23,0
2025-07-18,17,San Francisco,ST0212,100,47,23.17,0.28,6.49,4598.79,1
2025-10-23,7,Seoul,ST0251,50,54,29.42,0.25,7.35,4437.56,0
2024-01-14,12,Chicago,ST0404,150,54,25.19,0.21,5.29,5751.98,0
2025-04-21,13,Chicago,ST0276,7,80,27.76,0.09,2.5,4781.43,0
2025-07-13,22,Rome,ST0345,7,37,15.07,0.21,3.16,4571.68,0
2021-12-16,20,Berlin,ST0424,100,60,19.92,0.17,3.39,5358.0,1
2022-01-06,13,Berlin,ST0091,150,23,14.87,0.24,3.57,4974.05,0
2018-02-04,14,Houston,ST0237,22,45,31.04,0.15,4.66,3928.27,0
2020-03-01,20,Rome,ST0005,11,42,19.49,0.27,5.26,5397.57,1
2018-03-23,6,Sydney,ST0144,150,31,33.31,0.26,8.66,5091.28,0
2025-12-14,23,Paris,ST0099,7,45,27.38,0.27,7.39,5339.05,0
2024-11-17,16,Tokyo,ST0156,150,48,20.82,0.22,4.58,4319.03,0
2020-06-24,14,Denver,ST0253,22,39,17.96,0.18,3.23,4769.88,0
2018-05-31,20,Boston,ST0253,150,63,23.24,0.31,7.2,5462.27,1
2025-12-05,20,Dublin,ST0108,7,48,25.36,0.3,7.61,5613.21,1
2020-03-14,23,Tokyo,ST0203,7,45,26.17,0.31,8.11,4752.84,0
2021-02-10,16,Helsinki,ST0257,50,45,27.9,0.28,7.81,4816.16,0
2019-11-30,10,Oslo,ST0100,150,49,19.29,0.12,2.31,4145.22,0
2024-05-06,19,Osaka,ST0350,100,72,26.83,0.23,6.17,5578.79,1
2024-05-03,10,San Francisco,ST0034,100,55,24.54,0.26,6.38,4556.43,0
2019-06-10,13,Singapore,ST0034,11,47,31.89,0.28,8.93,4633.7,0
2020-11-29,11,Helsinki,ST0439,11,11,25.9,0.15,3.89,4660.85,0
2023-11-13,23,Singapore,ST0401,22,12,26.9,0.2,5.38,4493.31,0
2020-02-25,16,Osaka,ST0012,150,30,23.8,0.17,4.05,3959.4,0
2025-08-08,16,Oslo,ST0315,22,17,21.06,0.14,2.95,4660.24,0
2025-08-20,18,Oslo,ST0453,50,40,24.05,0.27,6.49,4377.24,1
2018-01-09,17,Madrid,ST0329,150,10,20.44,0.2,4.09,4430.02,1
2025-04-16,19,New York,ST0438,22,68,23.78,0.15,3.57,5057.63,1
2022-11-07,11,Madrid,ST0141,7,31,27.83,0.22,6.12,3891.59,0
2025-08-17,9,Stockholm,ST0239,50,48,28.07,0.11,3.09,5017.14,0
2022-01-20,23,Stockholm,ST0389,7,82,29.5,0.26,7.67,4011.39,0
2020-07-08,23,New York,ST0143,50,33,17.29,0.2,3.46,5785.01,0
2023-12-21,23,Rome,ST0162,7,47,28.63,0.22,6.3,4555.62,0
2022-05-25,23,Seattle,ST0172,7,32,29.52,0.31,9.15,5385.09,0
2024-05-31,23,Los Angeles,ST0378,11,89,27.8,0.16,4.45,4139.08,0
2025-09-25,23,Madrid,ST0491,7,36,28.0,0.17,4.76,5841.11,0
2020-10-20,14,Seattle,ST0085,22,21,19.48,0.18,3.51,5156.06,0
2021-06-27,17,Chicago,ST0321,150,57,23.38,0.17,3.98,4641.76,1
2019-02-01,23,Los Angeles,ST0246,50,49,13.96,0.18,2.51,5064.28,0
2018-04-09,23,Helsinki,ST0409,150,65,21.19,0.39,8.26,5029.19,0
2021-10-01,23,Boston,ST0127,7,21,8.53,0.12,1.02,3368.95,0
2023-04-24,23,Denver,ST0491,22,49,19.26,0.25,4.81,5131.69,0
2018-08-11,21,London,ST0267,11,69,24.83,0.16,3.97,5433.21,1
2018-10-26,22,Sydney,ST0308,100,47,34.53,0.19,6.56,4628.18,0
2022-12-02,20,Sydney,ST0049,150,31,24.2,0.16,3.87,4796.67,1
2023-01-03,23,Helsinki,ST0064,7,36,18.33,0.3,5.5,4507.78,0
2018-09-06,14,New York,ST0194,22,56,29.41,0.31,9.12,4524.04,0
2025-10-11,20,Chicago,ST0401,11,35,19.17,0.3,5.75,4701.91,1
2018-09-11,19,Rome,ST0029,22,48,18.41,0.29,5.34,5233.77,1
2024-11-06,8,Tokyo,ST0222,7,50,20.14,0.3,6.04,4017.84,0
2019-02-22,16,Osaka,ST0029,100,52,24.51,0.27,6.62,4158.84,0
2018-08-02,23,Miami,ST0436,50,55,31.4,0.28,8.79,5079.79,0
2022-07-04,11,Houston,ST0317,50,33,29.91,0.32,9.57,4529.83,0
2020-08-12,3,Dublin,ST0404,150,40,21.36,0.2,4.27,4909.72,0
2024-12-30,22,Los Angeles,ST0233,50,64,27.91,0.09,2.51,4881.03,0
2023-03-17,23,Madrid,ST0451,100,52,26.08,0.25,6.52,5272.01,0
2024-12-11,6,Houston,ST0174,150,40,22.61,0.31,7.01,4734.28,0
2025-07-30,9,Los Angeles,ST0233,100,53,20.34,0.13,2.64,4344.28,0
2021-09-06,20,Helsinki,ST0099,7,70,28.81,0.26,7.49,5251.78,1
2019-02-25,18,Los Angeles,ST0305,150,58,12.87,0.23,2.96,4389.0,1
2018-10-04,23,Helsinki,ST0405,11,42,23.19,0.11,2.55,5561.19,0
2024-06-05,21,Phoenix,ST0327,100,56,20.65,0.17,3.51,5114.42,1
2020-11-15,14,Paris,ST0216,50,53,13.56,0.19,2.58,5732.6,0
2024-12-18,20,Rome,ST0096,11,48,33.69,0.08,2.69,4627.09,1
2019-07-18,15,New York,ST0031,11,62,29.82,0.16,4.77,5418.25,0
2021-06-30,15,Helsinki,ST0224,100,69,21.12,0.21,4.43,4639.38,0
2025-04-23,23,Sydney,ST0184,22,34,21.87,0.26,5.69,5320.1,0
2024-07-18,22,Oslo,ST0398,11,49,21.79,0.2,4.36,5039.99,0
2019-08-27,19,Amsterdam,ST0159,100,42,23.14,0.11,2.54,5306.22,1
2021-11-05,18,Miami,ST0189,7,65,25.8,0.1,2.58,4783.98,1
2023-10-22,17,Helsinki,ST0337,150,59,14.73,0.22,3.24,5155.75,1
2019-08-16,14,New York,ST0122,100,46,20.38,0.17,3.47,4657.33,0
2024-04-10,14,New York,ST0217,22,58,21.29,0.16,3.41,5749.11,0
2020-03-11,22,Seattle,ST0328,11,10,15.38,0.24,3.69,5163.38,0
2018-10-08,10,London,ST0097,150,68,30.29,0.25,7.57,5499.51,0
2023-05-03,20,Seoul,ST0355,50,53,32.15,0.3,9.64,4607.84,1
2024-09-22,21,Seoul,ST0170,100,31,24.24,0.25,6.06,4325.23,1
2024-05-07,17,London,ST0316,22,50,21.82,0.24,5.24,5330.22,1
2022-09-11,17,London,ST0084,7,49,30.8,0.25,7.7,5063.6,1
2023-02-04,13,New York,ST0254,11,58,26.61,0.31,8.25,4889.88,0
2018-01-16,8,Tokyo,ST0115,150,10,22.88,0.18,4.12,4969.9,0
2020-08-01,18,Rome,ST0320,11,41,22.44,0.16,3.59,4941.86,1
2020-09-06,15,Amsterdam,ST0377,22,37,20.82,0.2,4.16,5344.37,0
2022-03-20,17,Seattle,ST0205,11,65,33.49,0.28,9.38,5241.19,1
2018-01-28,19,Paris,ST0006,7,62,25.89,0.29,7.51,5290.6,1
2022-01-05,16,Los Angeles,ST0285,7,62,25.9,0.21,5.44,4685.49,0
2019-08-07,18,Miami,ST0226,11,64,30.12,0.24,7.23,5280.32,1
2025-01-29,23,Helsinki,ST0468,22,42,17.46,0.31,5.41,4764.96,0
2018-06-29,14,Los Angeles,ST0102,11,10,22.06,0.11,2.43,4493.1,0
2021-03-09,20,San Francisco,ST0113,22,59,21.82,0.21,4.58,4550.99,1
2019-12-15,15,London,ST0434,100,50,21.49,0.2,4.3,4153.61,0
2020-10-04,23,San Francisco,ST0101,7,55,28.56,0.31,8.86,4661.65,0
